-0.050011672,0.11621739,0.17836754,0.017774595,-0.00298166,-0.0067094644,0.16018978,-0.029538117,-0.10747659,-0.092867896,0.06748179,-0.15595177,-0.16574918,0.15803647,-0.08913954,-0.0076316833,0.013993805,-0.15399307,-0.062193397,0.050697673,-0.09799074,-0.13424772,0.0259342,0.070142545,0.030159244
0.09859854,0.09310077,-0.0046987217,-0.12247447,0.21924762,-0.14436544,-0.013920897,0.08129426,-0.054741707,-0.08655399,-0.1458508,-0.002620677,-0.02043232,-0.10734348,-0.21461779,0.09991723,-0.037200276,0.03190992,-0.050654702,-0.14604491,-0.07852431,-0.06330852,0.028682135,-0.08435822,-0.037138008
0.089256495,0.032786764,-0.047625892,-0.050669372,-0.028453426,-0.13219815,0.14401567,-0.06239475,-0.08028671,-0.08574114,-0.118359074,0.03130311,-0.0025347043,-0.052636806,-0.16077954,0.07627509,0.00990032,-0.13633427,0.1703115,0.007434681,0.11436405,0.110672526,-0.03994046,-0.16276614,-0.053001776
0.0070938673,-0.23391265,0.029877786,-0.047438722,-0.08376366,0.09964054,-0.1039726,6.31473E-4,0.02678268,-0.1118194,-0.07142003,-0.14066604,0.17622088,-0.14605132,0.016739482,-0.0019398285,0.048027355,0.028176244,-0.18030539,-0.1659792,0.04684441,0.033065226,-0.15788034,0.024978764,0.042821333
-0.08142702,-0.053923093,0.04072971,-0.042043127,-0.0013374663,-0.023245424,0.038368076,0.10824354,0.08721488,-0.011481319,0.00739845,0.037313186,-0.087309435,-0.17491797,-0.17362839,0.19544572,-0.04756035,-0.13585432,0.2644952,-0.060573976,-0.09485586,-0.048389852,-0.24420868,-0.15596804,-0.092587024
0.16581094,0.38368016,0.046273943,-0.117066704,0.039148744,-0.104486845,-0.12844238,0.21102756,-0.04725988,0.12473583,0.023573527,0.19977905,-0.17806633,0.20448054,-0.11047708,-0.06699612,-0.09363204,-0.0438791,0.06428343,-0.029775117,-0.0014732247,0.072158135,0.08416232,0.22885965,0.004477398
0.15050763,0.15044549,0.052222308,-0.10668318,0.09718452,-0.09482049,-0.11121139,0.027574714,0.15409788,-0.12152282,0.014175592,0.03732267,-0.058659464,-0.009035561,0.094880536,-0.05431737,0.03889598,0.0588126,0.09842998,0.053188417,-0.08334917,0.0025827484,-0.1062046,-0.056783147,-0.07395946
0.034791484,-0.23685151,-0.105930045,-0.0066965567,-0.08821087,0.27284116,-0.16004425,-0.05599743,-0.05515818,0.0739239,0.13764986,-0.13120022,0.163719,0.08552062,-0.085039616,-0.13415965,-0.3554247,-0.13983782,-0.043026317,0.15558214,0.012955855,-0.28217593,-0.08683978,0.21884018,0.15538898
0.060614116,-0.04871303,0.014930115,0.040995028,-0.039735477,-0.16980131,0.106008634,0.027631897,-0.03348497,-0.15118927,0.09062888,-0.021088088,-0.14432803,0.10222717,-0.03073601,-0.022327,0.09248956,0.120216794,0.0563024,0.025370961,-0.052865125,0.05409629,-0.036030084,-0.01913673,0.07111732
-0.056316845,0.05745203,-0.05241947,0.10065794,0.026037589,0.07433713,0.12052935,0.022440344,-0.18606995,-0.02277768,0.016035901,0.13360803,0.060192008,-0.13589029,0.08325973,0.18449397,0.039252564,0.0064283237,0.2162276,-0.07655262,-0.019036762,-0.0837392,0.084331445,-0.02968831,-0.17279547
0.024613451,-0.19646142,0.09867834,0.03412752,-0.09436295,-0.12338032,-0.041873317,0.14045155,-0.004772866,0.0762914,-0.0074545634,-0.0070829988,-0.032189645,-0.083398595,0.05946566,0.253017,-0.059374783,-0.1304391,-0.021922661,-0.020547584,-0.0071499264,0.09704846,-0.04981084,-0.10320178,-0.07068884
-0.029911181,-0.06452896,0.07824308,-0.051194593,-0.046525277,0.14980681,0.092998385,0.13619985,-0.22128515,-0.11743328,-0.08113427,0.010448731,-0.03548437,-0.058384355,0.07463643,0.11849057,-0.0713214,9.6207904E-4,-0.0670648,-0.017284745,0.059011035,0.051288057,0.13336027,0.1625603,0.15814959
-0.2365478,0.049231865,-0.005625789,-0.025870942,0.022114195,0.041328333,-0.124478534,0.18996683,-0.14880751,-0.027799597,0.020298779,-0.083442405,-0.124121316,0.17672154,0.15241481,0.120409094,0.062051676,-0.02609233,-0.09613317,0.023168998,-0.102976665,0.05416326,-0.1409473,-0.15920366,0.07038071
0.028536918,-0.060990907,0.16011715,0.09711324,0.07481892,-0.025968295,-0.14588097,0.092288345,0.22675462,-0.022579351,0.090614446,-0.04698153,0.21864946,-0.061730843,0.04689261,0.020492744,0.057203885,-0.042737834,0.0085373055,0.14193873,-0.113208815,0.15957242,0.15321118,-0.19472933,0.008675955
